ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
GAD066465824,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000038604,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD095815015,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000010132,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD046901096,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076547,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD114381403,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD051008274,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000037226,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD991274820,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000051219,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD004060968,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981261704,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA6750911970,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000063461,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981268485,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000012534,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000072900,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076695,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076687,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000077297,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076679,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000074468,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000077289,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076661,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000064345,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064360,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064378,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063867,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000020214,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064840,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065946,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064857,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065326,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065359,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065367,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065375,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065383,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066241,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066258,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065391,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065409,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066274,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000079749,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/13/2016,N  
GAD000616367,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,06/01/2016,Y  
GAR000065482,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066266,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065508,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065532,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065557,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065565,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000034058,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065573,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066308,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD075876623,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,04/11/2018,N  
GAD073460941,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/12/2018,N  
GAR000044230,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044222,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044206,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD048702294,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044198,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044180,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044172,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044347,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000042481,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044339,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044313,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044297,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044289,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044255,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981225766,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000044248,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000045179,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000046078,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000045450,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000046086,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000047407,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000047399,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000050153,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000046094,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000053785,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000051979,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000052753,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000055863,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000055871,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000075689,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000065474,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065524,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD984289868,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000060749,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063933,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063974,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064006,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000071506,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064014,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064022,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064071,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064105,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064147,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064170,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064295,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066621,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066647,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064402,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064410,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064428,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064436,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064444,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064451,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064477,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066670,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064493,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064519,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064535,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD003296175,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000075226,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD079195251,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAR000033332,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,11/17/2015,N  
GAR000064386,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065870,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065888,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000075820,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064501,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063685,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000075655,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,06/01/2016,N  
GAR000067785,GA,005,SNY,SIGNIFICANT NON-COMPLIER,E  ,12/29/2014,Y  
GAR000076547,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/19/2015,N  
GAD980803860,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/17/2015,N  
GAD984304527,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/10/2015,Y  
GAR000046334,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,11/10/2015,N  
GAR000064873,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,10/18/2016,N  
GAD075876623,GA,001,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,10/06/2016,N  
GAR000070367,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,Y  
GAD980842777,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,12/10/2015,Y  
GAR000064626,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000063164,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,12/03/2015,Y  
GAR000063164,GA,002,SNY,SIGNIFICANT NON-COMPLIER,E  ,12/03/2015,Y  
GAR000026088,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,12/02/2015,Y  
GAR000064543,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064550,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064568,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064576,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064584,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066720,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064592,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064600,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066738,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066746,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066753,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064634,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
TND004414645,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,E  ,08/22/2016,U  
GAD981241227,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,E  ,08/18/2016,Y  
GAR000064659,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064667,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064709,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064717,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000070441,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064758,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000064766,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065656,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066761,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066779,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000070458,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065664,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065763,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065771,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066795,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066811,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065789,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066829,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000016881,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065805,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065953,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000065961,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066837,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066845,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066027,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066050,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066076,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066084,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066100,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066134,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066852,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066860,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066175,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000066183,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD981270812,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD003321619,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000020255,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD003300506,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAR000060996,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD047750229,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD000823096,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2016,N  
GAD981237225,GA,003,SNY,SIGNIFICANT NON-COMPLIER,S  ,02/20/2013,N  
GAD981237225,GA,004,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,08/07/2014,N  
GAD000821934,GA,003,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/28/2016,N  
GA8570024606,GA,003,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,09/02/2016,N  
GAD064494040,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/04/2016,Y  
GAD984310755,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/27/2016,N  
GAR000064238,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/10/2016,N  
GAR000064071,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/09/2016,N  
GAR000050757,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,07/27/2016,N  
GAD981216245,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/09/2016,N  
GAR000044149,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/16/2016,N  
GAD004149951,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/18/2016,Y  
GAD003275468,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/2016,Y  
GAD003275468,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/28/2016,Y  
GAD984289462,GA,003,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,05/09/2016,N  
GAR000055996,GA,003,SNN,NO LONGER A SIGNIFICANT NON-COMPLIER,S  ,05/09/2016,N  
GAD000814541,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/13/2016,N  
GAD067560870,GA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/13/2015,N  
GAD980711816,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/31/2016,Y  
GA0001005511,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,08/31/2016,N  
GAD003273224,GA,001,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/22/2016,N  
GAD003273224,GA,002,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,03/22/2016,N  
GAD980842777,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/10/2015,Y  
GAD980842777,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/10/2015,Y  
GAD980842777,GA,003,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,12/10/2015,N  
GAR000044859,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/13/2016,Y  
GAD981261654,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/20/2016,N  
GAD067560870,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/22/2016,Y  
GAD067560870,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/22/2016,Y  
GAD067560870,GA,003,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,09/22/2016,N  
GAD067560870,GA,004,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/22/2016,Y  
GAD980842777,GA,005,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/10/2015,Y  
GAR000069443,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069708,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000070136,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068999,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD980729974,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/25/2016,Y  
GAR000005413,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/13/2016,Y  
GAD003278801,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/05/2016,N  
GAR000062935,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,01/12/2016,Y  
GA9210020872,GA,001,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/03/2015,Y  
GA9210020872,GA,002,CEI,COMPLIANCE EVALUATION INSPECTION,S  ,09/03/2015,Y  
GAR000070243,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069609,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069682,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000070268,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069583,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068874,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069393,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069690,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068627,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD075876623,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD001733443,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD980711816,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000072470,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA0001005511,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000019588,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD984312512,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000048330,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD981241300,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000032540,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD003278801,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD003324944,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000008110,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GA0001040104,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000075945,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD980847339,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000008748,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000007997,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068981,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068577,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000012773,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069864,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000068791,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069476,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000010504,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000074971,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000076596,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000073171,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAD000821934,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/18/2016,Y  
GAR000069823,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
GAR000069575,GA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2016,N  
