TRI Facility Name,TRI Facility ID,Year,Census Tract,Latitude,Longitude,Releases (lb),Waste Managed (lb),RSEI Hazard,# of TRI Facilities
CUSTOM BUILDING PRODUCTS,30057CSTMB2255S,2022,13097080104,33.77203,-84.64618,No Releases Reported,No Waste Reported,No RSEI Hazard,1
D & D WOOD PRESERVING INC.,31707DDWDP2501C,2021,13095001100,31.566217,-84.216355,No Releases Reported,No Waste Reported,No RSEI Hazard,1
D & D WOOD PRESERVING INC.,31707DDWDP2501C,2022,13095001100,31.566217,-84.216355,No Releases Reported,No Waste Reported,No RSEI Hazard,1
D & D WOOD PRESERVING INC.,31707DDWDP2501C,2023,13095001100,31.566217,-84.216355,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DAHLBERG ELECTRIC GENERATING PLANT,30565DHLBR585JA,2023,13157010500,34.042128,-83.397867,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,30720DWCHM1468P,2021,13313001500,34.633363,-84.92821,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,30720DWCHM1468P,2022,13313001500,34.633363,-84.92821,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,30720DWCHM1468P,2023,13313001500,34.633363,-84.92821,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DESTINY HOMES LLC,3178WDSTNY25RWB,2021,13071970400,31.187135,-83.756091,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DESTINY HOMES LLC,3178WDSTNY25RWB,2022,13071970400,31.187135,-83.756091,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DIVERSITECH RECYCLE & EXTRUSION CENTER,3001WDVRST1665D,2021,13247060310,33.66976,-84.04189,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DIVERSITECH RECYCLE & EXTRUSION CENTER,3001WDVRST1665D,2022,13247060310,33.66976,-84.04189,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DIVERSITECH RECYCLE & EXTRUSION CENTER,3001WDVRST1665D,2023,13247060310,33.66976,-84.04189,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DSM NUTRITIONAL PRODUCTS LLC,30567RCHVT495JA,2021,13157010104,34.15431,-83.66811,No Releases Reported,No Waste Reported,No RSEI Hazard,1
DSM NUTRITIONAL PRODUCTS LLC,30567RCHVT495JA,2022,13157010104,34.15431,-83.66811,No Releases Reported,No Waste Reported,No RSEI Hazard,1
EDWARD L ADDISION GENERATING PLANT,30286LPSCR95YAM,2021,13293010500,32.911022,-84.306296,No Releases Reported,No Waste Reported,No RSEI Hazard,1
EDWARD L ADDISION GENERATING PLANT,30286LPSCR95YAM,2022,13293010500,32.911022,-84.306296,No Releases Reported,No Waste Reported,No RSEI Hazard,1
EDWARD L ADDISION GENERATING PLANT,30286LPSCR95YAM,2023,13293010500,32.911022,-84.306296,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ELITE COMFORT FOAM - SPRAYBERRY RD,30264JMSRV76SPR,2021,13077170308,33.39142,-84.79061,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ELITE COMFORT SOLUTIONS - N CHRISTOPHER CT,3026WLTFMX15NCH,2021,13077170308,33.40711,-84.74775,No Releases Reported,No Waste Reported,No RSEI Hazard,1
EQUITY GROUP GEORGIA DIV CAMILLA FEED MILL,31730LLCFD34IND,2021,13205090402,31.217227,-84.196348,No Releases Reported,No Waste Reported,No RSEI Hazard,1
EQUITY GROUP GEORGIA DIV CAMILLA FEED MILL,31730LLCFD34IND,2022,13205090402,31.217227,-84.196348,No Releases Reported,No Waste Reported,No RSEI Hazard,1
EQUITY GROUP GEORGIA DIV CAMILLA FEED MILL,31730LLCFD34IND,2023,13205090402,31.217227,-84.196348,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FAULKVILLE CHIPMILL,31302FLKVL2566U,2021,13103030401,32.14831,-81.35617,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FAULKVILLE CHIPMILL,31302FLKVL2566U,2022,13103030401,32.14831,-81.35617,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FAULKVILLE CHIPMILL,31302FLKVL2566U,2023,13103030401,32.14831,-81.35617,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FIELD TURF,30701SPRNGNINDU,2022,13129970301,34.54717,-84.92942,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FIELD TURF,30701SPRNGNINDU,2023,13129970301,34.54717,-84.92942,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FIELDALE FARMS CORP DIRECT FEED MILLS,30511FDLFROLDUS,2021,-,34.508,-83.5383,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FIELDALE FARMS CORP DIRECT FEED MILLS,30511FDLFROLDUS,2022,-,34.508,-83.5383,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FIELDALE FARMS CORP DIRECT FEED MILLS,30511FDLFROLDUS,2023,-,34.508,-83.5383,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FIRST SOURCE WORLDWIDE - DALTON GA,30720MCKLN413VI,2023,13313001200,34.73751,-84.95765,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FLEETWOOD HOMES OF GEORGIA INC 07,31533FLTWD1515K,2021,13069010701,31.487654,-82.873582,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FLEETWOOD HOMES OF GEORGIA INC 07,31533FLTWD1515K,2022,13069010701,31.487654,-82.873582,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FLEETWOOD HOMES OF GEORGIA INC 07,31533FLTWD1515K,2023,13069010701,31.487654,-82.873582,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FOUR COLORS (DIVISION OF FIBRO CHEM LLC),30721FRCLR52EWA,2021,13313001300,34.76119,-84.9425,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FOUR COLORS (DIVISION OF FIBRO CHEM LLC),30721FRCLR52EWA,2022,13313001300,34.76119,-84.9425,No Releases Reported,No Waste Reported,No RSEI Hazard,1
FUJI VEGETABLE OIL INC.,31408FJVGT120BR,2022,13051980000,32.113088,-81.140648,No Releases Reported,"12,286.00",No RSEI Hazard,1
GCP APPLIED TECHNOLOGIES INC,30058WRGRC6606M,2021,13089023313,33.7357,-84.11882,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GCP APPLIED TECHNOLOGIES INC,30058WRGRC6606M,2022,13089023313,33.7357,-84.11882,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GCP APPLIED TECHNOLOGIES INC,30058WRGRC6606M,2023,13089023313,33.7357,-84.11882,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GEORGIA CARPET FINISHERS - MANNINGTON MILLS INC,30705GRGCR134HI,2022,13213010402,34.779204,-84.804561,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GEORGIA CARPET FINISHERS - MANNINGTON MILLS INC,30705GRGCR134HI,2023,13213010402,34.779204,-84.804561,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GEORGIA TRANSFORMER CORP,3132WFCCPW2789H,2021,13103030303,32.333256,-81.253948,No Releases Reported,"79,740.00",No RSEI Hazard,1
GEZOLAN,3051WGZLNX4345H,2021,-,34.108342,-83.984876,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GEZOLAN,3051WGZLNX4345H,2022,-,34.108342,-83.984876,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GEZOLAN,3051WGZLNX4345H,2023,-,34.108342,-83.984876,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GLOBALTECH INDUSTRIES INC.,3053WGLBLT159MA,2023,-,34.529427,-83.529306,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GLOCK INC,3008WGLCKN6HIGX,2023,13067031221,33.828481,-84.493723,No Releases Reported,"166,060.53",No RSEI Hazard,1
GRAIN CRAFT - BARNESVILLE,3020WMLNRM347IN,2021,13171970100,33.090556,-84.196389,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRAIN CRAFT - BARNESVILLE,3020WMLNRM347IN,2022,13171970100,33.090556,-84.196389,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRAIN CRAFT - BARNESVILLE,3020WMLNRM347IN,2023,13171970100,33.090556,-84.196389,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRAIN CRAFT INC,3016WSTHST11EAS,2021,13115001100,34.250431,-85.174733,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRAIN CRAFT INC,3016WSTHST11EAS,2022,13115001100,34.250431,-85.174733,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GREAT DANE TRAILERS,3045WGRTDN177GA,2023,13031110302,32.392863,-81.834755,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRO TEC INC,31024GRTCN635MA,2021,13237960201,33.34159,-83.39258,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRO TEC INC,31024GRTCN635MA,2022,13237960201,33.34159,-83.39258,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GRO TEC INC,31024GRTCN635MA,2023,13237960201,33.34159,-83.39258,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GXO WAREHOUSE CO INC,30294JCBSN36SPA,2021,13063040410,33.623224,-84.289379,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GXO WAREHOUSE CO INC,30294JCBSN36SPA,2022,13063040410,33.623224,-84.289379,No Releases Reported,No Waste Reported,No RSEI Hazard,1
GXO WAREHOUSE CO INC,30294JCBSN36SPA,2023,13063040410,33.623224,-84.289379,No Releases Reported,No Waste Reported,No RSEI Hazard,1
H.B. FULLER CO,30084HBFLL233FU,2021,13089021824,33.8525,-84.20472,No Releases Reported,No Waste Reported,No RSEI Hazard,1
H.B. FULLER CO,30084HBFLL233FU,2022,13089021824,33.8525,-84.20472,No Releases Reported,No Waste Reported,No RSEI Hazard,1
H.B. FULLER CO,30084HBFLL233FU,2023,13089021824,33.8525,-84.20472,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HALCO LUBRICANTS,3007WHLCLB115NR,2021,13135050311,33.94962,-84.20204,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HALCO LUBRICANTS,3007WHLCLB115NR,2022,13135050311,33.94962,-84.20204,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HALCO LUBRICANTS,3007WHLCLB115NR,2023,13135050311,33.94962,-84.20204,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HANWHA Q CELLS USA INC,3072WHNWHQ3NEXU,2022,-,34.664606,-84.981568,No Releases Reported,"41,376.00",No RSEI Hazard,1
HANWHA Q CELLS USA INC,3072WHNWHQ3NEXU,2023,-,34.664606,-84.981568,No Releases Reported,"290,988.07",No RSEI Hazard,1
HARRISON POULTRY CRAWFORDVILLE FEED MILL,3063WHRRSN843LE,2021,-,33.567833,-82.91233,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HARRISON POULTRY CRAWFORDVILLE FEED MILL,3063WHRRSN843LE,2022,-,33.567833,-82.91233,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HEATCRAFT REFRIGERATION PRODUCTS LLC,30087HTCRF2175W,2021,13135050415,33.816468,-84.117535,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HEATCRAFT REFRIGERATION PRODUCTS LLC,30087HTCRF2175W,2022,13135050415,33.816468,-84.117535,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HEATCRAFT REFRIGERATION PRODUCTS LLC,30087HTCRF2175W,2023,13135050415,33.816468,-84.117535,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HILL MANUFACTURING CO. INC.,30315HLLMN1500J,2021,13121006702,33.713661,-84.382652,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HILL MANUFACTURING CO. INC.,30315HLLMN1500J,2022,13121006702,33.713661,-84.382652,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HILL MANUFACTURING CO. INC.,30315HLLMN1500J,2023,13121006702,33.713661,-84.382652,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOLCIM SOLUTIONS & PRODUCTS US LLC,3007WTWPLY6385A,2021,13135050306,33.939313,-84.236676,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOLCIM SOLUTIONS & PRODUCTS US LLC,3007WTWPLY6385A,2022,13135050306,33.939313,-84.236676,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOLCIM SOLUTIONS & PRODUCTS US LLC,3007WTWPLY6385A,2023,13135050306,33.939313,-84.236676,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOOVER TREATED WOOD PRODUCTS INC.,30824HVRTRWIRER,2021,13189950401,33.449095,-82.53241,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOOVER TREATED WOOD PRODUCTS INC.,30824HVRTRWIRER,2022,13189950401,33.449095,-82.53241,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOPEWELL DESIGNS INC.,3000WHPWLL594GA,2021,13117130601,34.141332,-84.247245,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOPEWELL DESIGNS INC.,3000WHPWLL594GA,2022,13117130601,34.141332,-84.247245,No Releases Reported,"2,500.00",No RSEI Hazard,1
HOPEWELL DESIGNS INC.,3000WHPWLL594GA,2023,13117130601,34.141332,-84.247245,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOSHIZAKI AMERICA INC,30224HSHZK101GR,2021,13255160900,33.23863,-84.23283,No Releases Reported,"917,255.00",No RSEI Hazard,1
HOSHIZAKI AMERICA INC,30224HSHZK101GR,2022,13255160900,33.23863,-84.23283,No Releases Reported,"1,134,965.00",No RSEI Hazard,1
HOSHIZAKI AMERICA INC,30224HSHZK101GR,2023,13255160900,33.23863,-84.23283,No Releases Reported,"578,079.20",No RSEI Hazard,1
HOUSE OF RAEFORD/COLUMBIA FARMS OF GA FEED MILL,3062WHSFRF55CPE,2021,13195020300,34.052186,-83.100529,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOUSE OF RAEFORD/COLUMBIA FARMS OF GA FEED MILL,3062WHSFRF55CPE,2022,13195020300,34.052186,-83.100529,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HOUSE OF RAEFORD/COLUMBIA FARMS OF GA FEED MILL,3062WHSFRF55CPE,2023,13195020300,34.052186,-83.100529,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HP PELZER (AUTOMOTIVE SYSTEMS) INC.,30824NTDTC1884W,2021,13189950401,33.44801,-82.53785,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HYUNDAI TRANSYS GEORGIA SEATING SYSTEM LLC.,3183WHYNDD3735K,2021,13285961000,32.891156,-85.142283,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HYUNDAI TRANSYS GEORGIA SEATING SYSTEM LLC.,3183WHYNDD3735K,2022,13285961000,32.891156,-85.142283,No Releases Reported,No Waste Reported,No RSEI Hazard,1
HYUNDAI TRANSYS GEORGIA SEATING SYSTEM LLC.,3183WHYNDD3735K,2023,13285961000,32.891156,-85.142283,No Releases Reported,No Waste Reported,No RSEI Hazard,1
ILLINOIS TOOL WORKS CONTAMINATION CONTROL ELECTRONICS,30144CHMTR1825C,2023,13067030249,33.991885,-84.612436,No Releases Reported,"1,010.00",No RSEI Hazard,1
INNOVATIVE CIRCUITS INC,30005NNVTV195WI,2021,13117130604,34.0953,-84.20724,No Releases Reported,45,No RSEI Hazard,1
INNOVATIVE CIRCUITS INC,30005NNVTV195WI,2022,13117130604,34.0953,-84.20724,No Releases Reported,148,No RSEI Hazard,1
JCB INC.,31322JCBNC2BAMF,2022,13051010811,32.11801,-81.23385,No Releases Reported,No Waste Reported,No RSEI Hazard,1
JCG FARMS OF ALABAMA LLC,30153CGLSF1750R,2021,13233010600,34.029211,-85.051398,No Releases Reported,No Waste Reported,No RSEI Hazard,1
JCG FARMS OF ALABAMA LLC,30153CGLSF1750R,2022,13233010600,34.029211,-85.051398,No Releases Reported,No Waste Reported,No RSEI Hazard,1
JCG FARMS OF ALABAMA LLC,30153CGLSF1750R,2023,13233010600,34.029211,-85.051398,No Releases Reported,No Waste Reported,No RSEI Hazard,1
JD'S GLASSWORKS INC,30188JDSGL1427L,2021,13057090905,34.08369,-84.503481,No Releases Reported,No Waste Reported,No RSEI Hazard,1
JD'S GLASSWORKS INC,30188JDSGL1427L,2022,13057090905,34.08369,-84.503481,No Releases Reported,No Waste Reported,No RSEI Hazard,1
JD'S GLASSWORKS INC,30188JDSGL1427L,2023,13057090905,34.08369,-84.503481,No Releases Reported,No Waste Reported,No RSEI Hazard,1
KELLY PACKAGING INC,30014KLLYP13100,2022,13217100301,33.61606,-83.82741,No Releases Reported,No Waste Reported,No RSEI Hazard,1
KING & PRINCE SEAFOOD,31520KNGPR100LA,2021,13127000900,31.130905,-81.484446,No Releases Reported,No Waste Reported,No RSEI Hazard,1
KOCH FOODS INC.,3004WKCHFD221ME,2022,-,34.20069,-84.13879,No Releases Reported,"10,933.00",No RSEI Hazard,1
KOCH FOODS INC.,3004WKCHFD221ME,2023,-,34.20069,-84.13879,No Releases Reported,"14,114.00",No RSEI Hazard,1
KOCH FOODS OF GAINESVILLE,3050WKCHFD95IND,2022,-,34.28352,-83.82795,No Releases Reported,"22,758.00",No RSEI Hazard,1
KOCH FOODS OF GAINESVILLE,3050WKCHFD95IND,2023,-,34.28352,-83.82795,No Releases Reported,"22,048.00",No RSEI Hazard,1
KOR-CHEM INC,30336KRCHM5800B,2021,13121010312,33.74407,-84.57048,No Releases Reported,No Waste Reported,No RSEI Hazard,1
KOR-CHEM INC,30336KRCHM5800B,2022,13121010312,33.74407,-84.57048,No Releases Reported,No Waste Reported,No RSEI Hazard,1
KOR-CHEM INC,30336KRCHM5800B,2023,13121010312,33.74407,-84.57048,No Releases Reported,No Waste Reported,No RSEI Hazard,1
KUBOTA MANUFACTURING OF AMERICA - GATEWAY,3050WKBTMN3551K,2021,13139000101,34.373151,-83.731495,No Releases Reported,"1,724.69",No RSEI Hazard,1
MAGNUM PRODUCTS,30102STHST2NDRS,2021,13015960801,34.082895,-84.663734,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAGNUM PRODUCTS,30102STHST2NDRS,2022,13015960801,34.082895,-84.663734,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAGNUM PRODUCTS,30102STHST2NDRS,2023,13015960801,34.082895,-84.663734,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAPEI CORP,3072WLLPRP2424L,2021,13313001200,34.71812,-84.96239,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAPEI CORP,3072WLLPRP2424L,2022,13313001200,34.71812,-84.96239,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAPEI CORP,3072WLLPRP2424L,2023,13313001200,34.71812,-84.96239,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAPEI CORP,3072WMPCRP238DA,2021,-,34.7124,-84.9683,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAPEI CORP,3072WMPCRP238DA,2022,-,34.7124,-84.9683,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAPEI CORP,3072WMPCRP238DA,2023,-,34.7124,-84.9683,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAR-JAC POULTRY INC,3055WMRJCP55TWI,2021,13157010200,34.245631,-83.549105,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAR-JAC POULTRY INC,3055WMRJCP55TWI,2022,13157010200,34.245631,-83.549105,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MAR-JAC POULTRY INC,3055WMRJCP55TWI,2023,13157010200,34.245631,-83.549105,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MICRO CHEM CO LLC,3162WMCRCH258AI,2021,13075960200,31.14313,-83.459052,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MICRO CHEM CO LLC,3162WMCRCH258AI,2022,13075960200,31.14313,-83.459052,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MICRO CHEM CO LLC,3162WMCRCH258AI,2023,13075960200,31.14313,-83.459052,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOHAWK INDUSTRIES INC - ETON F ACILITY,30724MHWKN4140H,2021,13213010201,34.830752,-84.761157,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOHAWK INDUSTRIES INC - ETON F ACILITY,30724MHWKN4140H,2022,13213010201,34.830752,-84.761157,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOHAWK INDUSTRIES INC - ETON F ACILITY,30724MHWKN4140H,2023,13213010201,34.830752,-84.761157,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOHAWK INDUSTRIES INC - FLOOR MAT PRINT PLANT,3070WMHWKN296SU,2023,13129970602,34.475,-84.94333,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOUNTVILLE MILLS RUBBER CO LLC,30240DNLRD1602O,2021,13285960901,33.01538,-85.05779,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOUNTVILLE MILLS RUBBER CO LLC,30240DNLRD1602O,2022,13285960901,33.01538,-85.05779,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOUNTVILLE MILLS RUBBER CO LLC,30240DNLRD1602O,2023,13285960901,33.01538,-85.05779,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOUNTVILLE MILLS RUBBER CO LLC,30241KLNTX1516O,2021,13285960904,33.009264,-85.057482,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOUNTVILLE MILLS RUBBER CO LLC,30241KLNTX1516O,2022,13285960904,33.009264,-85.057482,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MOUNTVILLE MILLS RUBBER CO LLC,30241KLNTX1516O,2023,13285960904,33.009264,-85.057482,No Releases Reported,No Waste Reported,No RSEI Hazard,1
MPC GENERATING LLC,30655MPCGN28CHE,2022,13297110301,33.811388,-83.695488,No Releases Reported,No Waste Reported,No RSEI Hazard,1
NIDEC ELESYS AMERICA CORP,30024KTLCM70CRE,2022,13135050565,34.025793,-84.040203,No Releases Reported,175,No RSEI Hazard,1
OLDCASTLE LAWN & GARDEN,3012WLDCST1NRTH,2022,-,34.036744,-85.222821,No Releases Reported,No Waste Reported,No RSEI Hazard,1
OLDCASTLE LAWN & GARDEN,3012WLDCST1NRTH,2023,-,34.036744,-85.222821,No Releases Reported,No Waste Reported,No RSEI Hazard,1
OMNOVA SOLUTIONS INC,30701THGDY1601H,2021,13129970602,34.464722,-84.935,No Releases Reported,No Waste Reported,No RSEI Hazard,1
OMNOVA SOLUTIONS INC,30701THGDY1601H,2022,13129970602,34.464722,-84.935,No Releases Reported,No Waste Reported,No RSEI Hazard,1
OTSUKA CHEMICAL AMERICA INC.,3022WTSKCH1THEL,2021,13255161000,33.227649,-84.207785,No Releases Reported,No Waste Reported,No RSEI Hazard,1
OTSUKA CHEMICAL AMERICA INC.,3022WTSKCH1THEL,2022,13255161000,33.227649,-84.207785,No Releases Reported,No Waste Reported,No RSEI Hazard,1
OTSUKA CHEMICAL AMERICA INC.,3022WTSKCH1THEL,2023,13255161000,33.227649,-84.207785,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PACKAGING PRODUCTS CORP LLC,3016WPCKGN2SUPE,2021,13115001800,34.17516,-85.19804,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PACKAGING PRODUCTS CORP LLC,3016WPCKGN2SUPE,2022,13115001800,34.17516,-85.19804,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PACKAGING PRODUCTS CORP LLC,3016WPCKGN2SUPE,2023,13115001800,34.17516,-85.19804,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PDQ MANUFACTURING INC,30540PDQMN21VIC,2021,13123080301,34.6819,-84.48804,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PDQ MANUFACTURING INC,30540PDQMN21VIC,2022,13123080301,34.6819,-84.48804,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PDQ MANUFACTURING INC,30540PDQMN21VIC,2023,13123080301,34.6819,-84.48804,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PENN COLOR RINGGOLD,30736PNNCL54HAC,2021,13047030305,34.9017,-85.11405,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PENN COLOR RINGGOLD,30736PNNCL54HAC,2022,13047030305,34.9017,-85.11405,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PENN COLOR RINGGOLD,30736PNNCL54HAC,2023,13047030305,34.9017,-85.11405,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PERDUE FOODS LLC - FORSYTH FEEDMILL,31029CGLSF123IN,2021,13207050302,33.019062,-83.91251,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PERDUE FOODS LLC - FORSYTH FEEDMILL,31029CGLSF123IN,2022,13207050302,33.019062,-83.91251,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PERDUE FOODS LLC - FORSYTH FEEDMILL,31029CGLSF123IN,2023,13207050302,33.019062,-83.91251,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE CORP (RANGER FEED MILL),3073WPLGRM877US,2021,13129970102,34.48078,-84.706515,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE CORP (RANGER FEED MILL),3073WPLGRM877US,2022,13129970102,34.48078,-84.706515,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE CORP (RANGER FEED MILL),3073WPLGRM877US,2023,13129970102,34.48078,-84.706515,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE DOUGLAS (AMBROSE) FEED MILL,31533GLDNPBUSHE,2021,13069010600,31.574459,-82.984475,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE DOUGLAS (AMBROSE) FEED MILL,31533GLDNPBUSHE,2022,13069010600,31.574459,-82.984475,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE DOUGLAS (AMBROSE) FEED MILL,31533GLDNPBUSHE,2023,13069010600,31.574459,-82.984475,No Releases Reported,No Waste Reported,No RSEI Hazard,1
PILGRIM'S PRIDE FEED MILL,30182GLDKSWACOS,2021,13143010304,33.71332,-85.21339,No Releases Reported,No Waste Reported,No RSEI Hazard,1
